TIME,RPM,CLT
1526.68,5252,65
1526.72,5439,65
1526.76,5465,65
1526.8,5544,65
1526.84,5445,65
1526.88,5482,65
1526.92,5187,65
1526.96,4975,65
1527,4798,64
1527.04,4597,64
1527.08,4425,64
1527.12,4369,65
1527.16,4387,65
1527.2,4355,65
1527.24,4250,65
1527.28,4363,65
1527.32,4622,65
1527.36,4774,65
1527.41,5020,65
1527.45,5115,65
1527.49,5078,65
1527.53,5100,65
1527.57,4874,65
1527.61,5092,65
1527.65,5293,65
1527.69,5518,65
1527.73,5538,65
1527.77,5350,65
1527.81,5445,65
1527.85,5494,65
1527.89,5733,65
1527.93,5797,65
1527.97,5790,65
1528.01,5797,65
1528.05,5696,65
1528.09,5798,65
1528.13,5767,65
1528.17,5881,65
1528.21,5935,65
1528.25,5970,65
1528.29,6041,65
1528.33,5985,65
1528.37,6038,65
1528.41,6018,65
1528.45,5918,65
1528.49,5855,65
1528.53,5921,65
1528.57,6031,65
1528.61,6075,65
1528.65,6079,65
1528.69,6042,65
1528.73,6111,65
1528.77,6291,65
1528.81,6472,65
1528.85,6599,65
1528.89,6699,65
1528.93,6753,66
1528.97,6861,65
1529.01,7038,65
1529.05,7274,65
1529.09,7299,65
1529.13,7398,65
1529.17,7515,65
1529.21,7741,65
1529.25,7816,65
1529.29,7919,65
1529.33,8049,65
1529.37,8149,65
1529.41,8326,66
1529.45,8410,65
1529.49,8500,65
1529.53,8613,65
1529.57,8741,65
1529.61,8756,65
1529.65,8831,65
1529.69,8957,66
1529.73,9066,66
1529.77,9157,65
1529.81,9236,65
1529.85,9331,65
1529.89,9386,65
1529.93,9436,65
1529.97,9578,65
1530.01,9600,65
1530.05,9389,65
1530.09,8987,65
1530.13,8683,65
1530.17,8527,65
1530.21,8774,65
1530.25,8748,65
1530.29,8777,65
1530.33,8815,65
1530.37,8818,65
1530.41,8675,65
1530.45,8515,65
1530.49,8391,65
1530.53,8375,65
1530.57,8301,65
1530.61,8198,65
1530.65,8099,65
1530.69,8058,65
1530.73,7978,65
1530.77,7832,65
1530.81,7733,65
1530.85,7700,65
1530.89,7629,65
1530.93,7526,65
1530.97,7403,65
1531.01,7354,65
1531.05,7306,65
1531.09,7230,65
1531.13,7112,65
1531.17,7002,65
1531.21,6978,65
1531.25,6936,65
1531.29,6830,65
1531.33,6737,65
1531.37,6669,65
1531.41,6644,65
1531.45,6597,65
1531.49,6514,65
1531.53,6384,65
1531.57,6311,65
1531.61,6297,65
1531.65,6272,65
1531.69,6194,65
1531.73,6080,65
1531.77,5980,65
1531.81,5948,65
1531.85,5937,65
1531.89,5881,65
1531.93,5770,65
1531.97,5655,65
1532.01,5617,65
1532.05,5622,65
1532.09,5581,65
1532.13,5468,65
1532.17,5353,65
1532.21,5219,65
1532.25,5166,65
1532.29,5144,65
1532.33,5123,65
1532.37,5077,65
1532.41,4976,65
1532.45,4855,65
1532.49,4813,65
1532.53,4811,65
1532.57,4841,65
1532.61,4786,65
1532.65,4645,65
1532.69,4546,65
1532.73,4472,65
1532.77,4453,65
1532.81,4463,65
1532.85,4452,65
1532.89,4409,65
1532.93,4301,65
1532.97,4282,65
1533.01,4310,65
1533.05,4262,65
1533.09,4146,65
1533.13,4092,65
1533.17,4205,65
1533.21,4246,65
1533.25,4336,65
1533.29,4384,65
1533.33,4441,65
1533.37,4474,65
1533.41,4229,65
1533.45,4049,65
1533.49,4033,65
1533.53,4128,65
1533.57,4337,65
1533.61,4450,65
1533.65,4491,65
1533.69,4353,65
1533.73,4357,65
1533.77,4336,65
1533.81,4423,65
1533.85,4452,65
1533.89,4522,65
1533.93,4478,65
1533.97,4458,65
1534.01,4539,65
1534.05,4555,65
1534.09,4540,65
1534.13,4558,65
1534.17,4537,65
1534.21,4571,65
1534.25,4506,65
1534.29,4518,65
1534.33,4494,65
1534.37,4328,65
1534.41,4348,65
1534.45,4443,65
1534.49,4740,65
1534.53,5050,65
1534.57,5032,65
1534.61,5184,65
1534.65,5228,65
1534.69,5291,65
1534.73,5387,65
1534.77,5540,65
1534.81,5586,65
1534.85,5625,66
1534.89,5738,65
1534.93,5811,65
1534.97,5925,65
1535.01,5871,65
1535.05,5629,65
1535.09,5416,65
1535.13,5456,65
1535.17,5539,66
1535.21,5641,65
1535.25,5647,65
1535.29,5587,65
1535.33,5565,65
1535.37,5587,65
1535.41,5643,65
1535.45,5663,66
1535.49,5633,65
1535.53,5588,65
1535.57,5589,65
1535.61,5623,65
1535.65,5655,65
1535.69,5528,65
1535.73,5617,66
1535.77,5631,65
1535.81,5738,65
1535.85,5869,65
1535.89,5898,66
1535.93,5862,65
1535.97,5807,65
1536.01,5870,65
1536.05,6037,65
1536.09,6202,65
1536.13,6278,65
1536.17,6124,66
1536.21,5725,65
1536.25,5472,65
1536.29,5324,65
1536.33,5491,66
1536.37,5790,65
1536.41,5939,65
1536.45,6075,65
1536.49,6150,65
1536.53,6213,65
1536.57,6273,65
1536.61,6184,66
1536.65,5935,66
1536.69,5917,65
1536.73,5948,65
1536.77,6014,65
1536.81,6041,65
1536.85,6012,65
1536.89,5986,65
1536.93,6022,65
1536.97,6123,65
1537.01,6207,65
1537.05,6193,65
1537.09,6122,65
1537.13,6193,66
1537.17,6261,66
1537.21,6286,65
1537.25,6253,65
1537.29,6193,65
1537.33,6175,65
1537.37,6260,65
1537.41,6369,65
1537.45,6428,65
1537.49,6389,66
1537.53,6337,65
1537.57,6334,65
1537.61,6400,66
1537.66,6483,65
1537.7,6499,65
1537.74,6447,65
1537.78,6437,66
1537.82,6489,65
1537.86,6557,65
1537.9,6533,66
1537.94,6480,65
1537.98,6453,65
1538.02,6487,65
1538.06,6531,66
1538.1,6565,65
1538.14,6527,66
1538.18,6504,65
1538.22,6521,65
1538.26,6576,65
1538.3,6448,65
1538.34,6174,65
1538.38,5898,65
1538.42,5151,65
1538.46,4704,65
1538.5,4699,65
1538.54,4982,65
1538.58,5324,66
1538.62,5566,65
1538.66,5371,66
1538.7,5100,65
1538.74,5047,66
1538.78,5249,65
1538.82,5535,65
1538.86,5508,65
1538.9,5340,65
1538.94,5279,65
1538.98,5442,66
1539.02,5696,65
1539.06,5636,65
1539.1,5510,65
1539.14,5521,66
1539.18,5757,65
1539.22,5890,65
1539.26,5783,65
1539.3,5668,66
1539.34,5744,65
1539.38,5919,65
1539.42,5933,65
1539.46,5862,65
1539.5,5909,65
1539.54,6012,65
1539.58,6026,65
1539.62,6048,65
1539.66,6097,65
1539.7,6151,65
1539.74,6142,65
1539.78,6098,65
1539.82,6150,65
1539.86,6252,65
1539.9,6273,66
1539.94,6261,65
1539.98,6293,65
1540.02,6374,65
1540.06,6403,66
1540.1,6376,65
1540.14,6388,65
1540.18,6471,65
1540.22,6458,65
1540.26,6414,66
1540.3,6545,65
1540.34,6650,66
1540.38,6634,65
1540.42,6605,65
1540.46,6705,65
1540.5,6816,65
1540.54,6799,66
1540.58,6801,65
1540.62,6914,65
1540.66,7007,65
1540.7,6971,65
1540.74,7062,65
1540.78,7182,65
1540.82,7048,65
1540.86,6610,65
1540.9,6392,65
1540.94,6419,65
1540.98,6764,65
1541.02,6816,65
1541.06,6770,65
1541.1,6668,65
1541.14,6581,65
1541.18,6561,65
1541.22,6504,65
1541.26,6384,65
1541.3,6353,65
1541.34,6327,65
1541.38,6239,65
1541.42,6132,65
1541.46,6117,65
1541.5,6122,65
1541.54,6007,65
1541.58,5867,65
1541.62,5838,65
1541.66,5851,65
1541.7,5771,65
1541.74,5653,65
1541.78,5607,65
1541.82,5598,65
1541.86,5521,65
1541.9,5412,65
1541.94,5297,65
1541.98,5301,65
1542.02,5301,65
1542.06,5213,65
1542.1,5066,65
1542.14,5008,65
1542.18,4999,65
1542.22,4948,65
1542.26,4866,65
1542.3,4781,65
1542.34,4779,65
1542.38,4813,65
1542.42,4784,65
1542.46,4677,65
1542.5,4675,65
1542.54,4621,66
1542.58,4626,65
1542.62,4701,65
1542.66,4650,66
1542.7,4669,65
1542.74,4638,65
1542.78,4664,65
1542.82,4647,65
1542.86,4687,65
1542.9,4668,65
1542.94,4516,65
1542.98,4434,65
1543.02,4409,65
1543.06,4401,65
1543.1,4239,65
1543.14,4235,66
1543.18,4385,65
1543.22,4526,65
1543.26,4779,65
1543.3,4948,65
1543.34,4874,65
1543.38,4478,65
1543.42,4489,65
1543.46,4573,65
1543.5,4730,65
1543.54,4746,65
1543.58,4589,65
1543.62,4643,66
1543.66,4741,65
1543.7,4902,65
1543.74,4889,65
1543.78,4789,65
1543.82,4895,66
1543.86,4968,66
1543.9,5202,65
1543.94,5369,65
1543.98,5301,65
1544.02,5217,66
1544.06,5320,65
1544.1,5472,65
1544.14,5614,66
1544.18,5529,65
1544.22,5543,66
1544.26,5658,65
1544.3,5810,65
1544.34,5755,65
1544.38,5725,65
1544.42,5747,65
1544.46,5868,66
1544.5,5868,66
1544.54,5771,65
1544.58,5808,65
1544.62,5891,65
1544.66,6030,65
1544.7,5980,65
1544.74,5958,65
1544.78,6039,66
1544.82,5729,65
1544.86,5494,65
1544.9,5355,65
1544.94,5705,65
1544.98,5919,65
1545.02,5784,65
1545.06,5612,65
1545.1,5584,65
1545.14,5555,65
1545.18,5435,65
1545.22,5375,65
1545.26,5361,65
1545.3,5299,65
1545.34,5143,65
1545.38,5077,65
1545.42,5025,65
1545.46,5003,65
1545.5,4985,65
1545.54,4948,65
1545.58,4858,65
1545.62,4801,65
1545.66,4792,65
1545.7,4790,65
1545.74,4716,65
1545.78,4649,65
1545.82,4596,65
1545.86,4592,65
1545.9,4529,65
1545.94,4472,65
1545.98,4427,65
1546.02,4381,65
1546.06,4304,66
1546.1,4426,65
1546.14,4531,65
1546.18,4518,65
1546.22,4407,65
1546.26,4413,66
1546.3,4375,65
1546.34,4415,65
1546.38,4425,65
1546.42,4406,65
1546.46,4334,65
1546.5,4185,65
1546.54,4214,65
1546.58,4258,65
1546.62,4149,65
1546.66,4107,65
1546.7,4310,66
1546.74,4662,65
1546.78,4677,66
1546.82,4567,65
1546.86,4498,65
1546.9,4641,65
1546.94,4753,65
1546.98,4941,65
1547.02,4996,66
1547.06,4976,65
1547.1,5052,65
1547.14,5205,66
1547.18,5222,65
1547.22,5290,65
1547.26,5383,65
1547.3,5453,65
1547.34,5553,65
1547.38,5445,65
1547.42,5370,65
1547.46,5393,65
1547.5,5402,66
1547.54,5584,65
1547.58,5711,65
1547.62,5818,66
1547.66,5715,66
1547.7,5724,65
1547.74,5989,65
1547.78,6194,65
1547.82,6166,66
1547.86,6076,66
1547.91,6204,66
1547.95,6459,66
1547.99,6612,65
1548.03,6535,66
1548.07,6576,65
1548.11,6750,65
1548.15,6890,65
1548.19,6930,66
1548.23,6962,65
1548.27,7025,66
1548.31,7002,65
1548.35,6902,65
1548.39,6632,65
1548.43,6415,65
1548.47,6311,65
1548.51,6841,65
1548.55,6941,65
1548.59,6767,65
1548.63,6622,65
1548.67,6591,65
1548.71,6551,65
1548.75,6501,65
1548.79,6535,65
1548.83,6492,65
1548.87,6350,65
1548.91,6247,65
1548.95,6465,65
1548.99,6469,66
1549.03,6374,65
1549.07,6342,65
1549.11,6311,65
1549.15,6317,65
1549.19,6346,65
1549.23,6381,66
1549.27,6377,65
1549.31,6278,65
1549.35,6124,65
1549.39,6112,65
1549.43,6199,65
1549.47,6329,66
1549.51,6368,65
1549.55,6280,65
1549.59,6209,65
1549.63,6098,65
1549.67,5842,65
1549.71,5674,65
1549.75,5592,65
1549.79,5950,65
1549.83,5942,65
1549.87,5843,65
1549.91,5827,65
1549.95,5751,65
1549.99,5576,65
1550.03,5412,65
1550.07,5413,65
1550.11,5360,65
1550.15,5203,65
1550.19,5083,65
1550.23,5095,65
1550.27,5073,65
1550.31,4980,65
1550.35,4900,65
1550.39,4818,65
1550.43,4814,65
1550.47,4882,65
1550.51,4814,65
1550.55,4702,65
1550.59,4580,65
1550.63,4580,65
1550.67,4725,66
1550.71,4676,65
1550.75,4557,65
1550.79,4416,65
1550.83,4420,65
1550.87,4511,65
1550.91,4714,66
1550.95,4931,65
1550.99,5112,65
1551.03,4856,65
1551.07,4787,65
1551.11,4592,65
1551.15,4749,65
1551.19,4872,65
1551.23,4761,65
1551.27,4756,66
1551.31,4839,65
1551.35,4999,65
1551.39,5045,65
1551.43,4844,65
1551.47,4801,65
1551.51,4562,65
1551.55,4387,65
1551.59,4280,65
1551.63,4659,65
1551.67,4708,65
1551.71,4601,65
1551.75,4568,65
1551.79,4559,65
1551.83,4451,65
1551.87,4368,65
1551.91,4358,65
1551.95,4384,65
1551.99,4288,65
1552.03,4224,65
1552.07,4181,65
1552.11,4137,65
1552.15,4123,65
1552.19,4132,65
1552.23,4103,65
1552.27,4212,65
1552.31,4094,65
1552.35,4042,65
1552.39,4024,65
1552.43,4115,65
1552.47,4209,65
1552.51,4393,65
1552.55,4286,65
1552.59,4119,65
1552.63,3944,65
1552.67,3993,65
1552.71,4224,65
1552.75,4280,65
1552.79,4212,65
1552.83,4132,65
1552.87,4185,65
1552.91,4391,65
1552.95,4386,65
1552.99,4373,65
1553.03,4273,65
1553.07,4375,65
1553.11,4474,65
1553.15,4631,65
1553.19,4580,65
1553.23,4543,65
1553.27,4468,65
1553.31,4641,65
1553.35,4763,65
1553.39,4855,65
1553.43,4753,66
1553.47,4718,65
1553.51,4719,65
1553.55,4929,65
1553.59,5063,66
1553.63,4999,65
1553.67,4934,65
1553.71,4708,65
1553.75,4495,65
1553.79,4341,65
1553.83,4589,65
1553.87,4867,65
1553.91,4789,65
1553.95,4718,65
1553.99,4694,65
1554.03,4661,65
1554.07,4670,65
1554.11,4766,65
1554.15,4664,65
1554.19,4643,65
1554.23,4694,65
1554.27,4697,65
1554.31,4758,65
1554.35,4740,66
1554.39,4701,65
1554.43,4555,65
1554.47,4499,65
1554.51,4464,65
1554.55,4397,65
1554.59,4446,66
1554.63,4592,65
1554.67,4677,65
1554.71,4794,65
1554.75,4650,65
1554.79,4474,65
1554.83,4439,65
1554.87,4599,65
1554.91,4694,65
1554.95,4680,65
1554.99,4648,65
1555.03,4688,65
1555.07,4512,65
1555.11,4283,65
1555.15,4156,65
1555.19,4002,65
1555.23,4271,65
1555.27,4368,65
1555.31,4251,65
1555.35,4229,65
1555.39,4216,65
1555.43,4139,65
1555.47,4146,65
1555.51,4178,65
1555.55,4133,65
1555.59,4170,65
1555.63,4083,65
1555.67,4138,65
1555.71,4345,65
1555.75,4507,65
1555.79,4545,65
1555.83,4095,66
1555.87,3944,66
1555.91,4079,65
1555.95,4306,65
1555.99,4548,65
1556.03,4450,65
1556.07,4291,65
1556.11,4188,65
1556.15,4439,65
1556.19,4616,65
1556.23,4703,65
1556.27,4539,65
1556.31,4480,66
1556.35,4530,65
1556.39,4792,66
1556.43,4856,66
1556.47,4858,65
1556.51,4734,65
1556.55,4750,65
1556.59,4955,66
1556.63,5058,66
1556.67,5100,65
1556.71,5050,66
1556.75,4944,66
1556.79,5133,65
1556.83,5363,65
1556.87,5389,65
1556.91,5236,66
1556.95,5190,65
1556.99,5391,65
1557.03,5609,65
1557.07,5598,65
1557.11,5453,66
1557.15,5414,65
1557.19,5617,65
1557.23,5849,65
1557.27,5797,66
1557.31,5639,65
1557.35,5744,65
1557.39,5880,65
1557.43,5974,65
1557.47,5565,65
1557.51,5241,65
1557.55,5098,65
1557.59,5433,65
1557.63,5677,65
1557.67,5715,65
1557.71,5565,65
1557.75,5446,65
1557.79,5335,65
1557.83,5296,65
1557.87,5346,65
1557.91,5367,65
1557.95,5277,65
1557.99,5136,65
1558.03,5070,65
1558.07,5156,65
1558.11,5242,65
1558.16,5157,66
1558.2,5042,65
1558.24,4937,65
1558.28,4870,65
1558.32,4987,65
1558.36,5074,65
1558.4,4985,65
1558.44,4949,65
1558.48,4867,65
1558.52,4811,65
1558.56,4859,65
1558.6,4861,66
1558.64,4888,65
1558.68,4866,65
1558.72,4814,65
1558.76,4823,65
1558.8,4783,65
1558.84,4795,65
1558.88,4769,65
1558.92,4763,65
1558.96,4780,65
1559,4753,65
1559.04,4774,65
1559.08,4750,65
1559.12,4791,65
1559.16,4827,65
1559.2,4849,65
1559.24,4942,65
1559.28,4909,65
1559.32,4725,65
1559.36,4578,65
1559.4,4672,65
1559.44,4803,65
1559.48,4823,65
1559.52,4859,65
1559.56,4774,65
1559.6,4783,65
1559.64,4805,65
1559.68,4823,65
1559.72,4905,65
1559.76,4664,65
1559.8,4469,65
1559.84,4269,65
1559.88,4224,65
1559.92,4505,65
1559.96,4566,65
1560,4683,65
1560.04,4771,65
1560.08,4775,65
1560.12,4819,65
1560.16,4731,65
1560.2,4648,65
1560.24,4478,65
1560.28,4428,65
1560.32,4430,65
1560.36,4493,65
1560.4,4430,65
1560.44,4251,65
1560.48,4062,65
1560.52,4081,65
1560.56,4396,65
1560.6,4514,65
1560.64,4410,65
1560.68,4221,65
1560.72,4082,65
1560.76,4025,65
1560.8,4095,65
1560.84,4201,65
1560.88,4087,65
1560.92,3964,65
1560.96,3786,65
1561,3696,65
1561.04,3573,65
1561.08,3534,65
1561.12,3548,65
1561.16,3496,65
1561.2,3356,65
1561.24,3209,65
1561.28,3119,65
1561.32,3118,65
1561.36,3120,64
1561.4,3049,65
1561.44,2952,65
1561.48,2847,65
1561.52,2713,64
1561.56,2631,65
1561.6,2659,65
1561.64,2771,64
1561.68,2852,65
1561.72,2826,65
1561.76,2339,65
1561.8,2169,64
1561.84,2089,65
1561.88,2168,64
1561.92,2261,65
1561.96,2353,64
1562,2489,65
1562.04,2437,64
1562.08,2649,65
1562.12,2886,65
1562.16,2817,65
1562.2,2721,64
1562.24,2555,64
1562.28,2542,64
1562.32,2720,65
1562.36,2714,65
1562.4,2726,65
1562.44,2691,64
1562.48,2775,64
1562.52,2915,65
1562.56,2928,65
1562.6,2920,65
1562.64,2929,65
1562.68,3011,65
1562.72,3062,65
1562.76,3068,65
1562.8,3134,65
1562.84,3192,65
1562.88,3247,64
1562.92,3280,64
1562.96,3365,65
1563,3365,65
1563.04,3355,64
1563.08,3395,65
1563.12,3512,65
1563.16,3591,65
1563.2,3559,64
1563.24,3589,65
1563.28,3362,65
1563.32,3153,64
1563.36,3015,64
1563.4,3044,65
1563.44,3446,65
1563.48,3657,65
1563.52,3554,64
1563.56,3505,64
1563.6,3487,65
1563.64,3445,64
1563.68,3418,64
1563.72,3356,65
1563.76,3304,65
1563.8,3322,65
1563.84,3260,65
1563.88,3207,65
1563.92,3130,65
1563.96,3068,64
1564,3052,64
1564.04,3053,65
1564.08,3037,65
1564.12,3028,64
1564.16,3036,64
1564.2,3066,65
1564.24,3046,65
1564.28,3068,65
1564.32,3090,65
1564.36,3061,65
1564.4,3089,65
1564.44,3207,65
1564.48,3230,65
1564.52,3296,65
1564.56,3326,65
1564.6,3176,65
1564.64,3134,65
1564.68,2934,65
1564.72,2824,65
1564.76,2862,65
1564.8,2966,65
1564.84,3076,65
1564.88,3074,65
1564.92,2824,65
1564.96,2691,65
1565,2694,65
1565.04,2847,65
1565.08,2988,65
1565.12,3028,65
1565.16,2955,65
1565.2,2863,65
1565.24,2818,65
1565.28,2920,65
1565.32,2997,65
1565.36,2964,65
1565.4,2964,65
1565.44,2977,65
1565.48,2989,65
1565.52,2945,65
1565.56,2920,65
1565.6,2937,65
1565.64,2907,65
1565.68,2920,65
1565.72,2912,65
1565.76,2971,65
1565.8,2973,65
1565.84,2942,65
1565.88,2931,65
1565.92,3002,65
1565.96,3023,65
1566,2963,65
1566.04,2929,65
1566.08,2966,65
1566.12,3017,65
1566.16,3011,65
1566.2,2972,65
1566.24,2938,65
1566.28,2946,65
1566.32,2944,65
1566.36,3011,65
1566.4,2987,65
1566.44,2996,65
1566.48,2930,65
1566.52,2903,65
1566.56,2945,65
1566.6,3007,65
1566.64,3022,65
1566.68,2998,65
1566.72,2989,65
1566.76,2947,66
1566.8,2876,65
1566.84,2915,65
1566.88,2965,65
1566.92,3025,65
1566.96,3000,65
1567,2976,65
1567.04,2962,65
1567.08,2954,65
1567.12,2975,65
1567.16,2978,65
1567.2,2994,65
1567.24,2977,65
1567.28,2946,65
1567.32,2974,65
1567.36,2981,65
1567.4,2989,65
1567.44,2972,65
1567.48,2954,65
1567.52,2966,65
1567.56,2945,65
1567.6,2970,65
1567.64,2971,65
1567.68,2978,65
1567.72,2987,65
1567.76,3002,65
1567.8,2964,65
1567.84,2877,66
1567.88,2902,65
1567.92,2897,65
1567.96,2947,65
1568,2981,65
1568.04,2972,65
1568.08,2947,65
1568.12,2902,65
1568.16,2965,65
1568.2,3015,65
1568.24,3043,65
1568.28,3024,65
1568.32,2971,65
1568.36,2919,65
1568.41,2964,65
1568.45,3010,65
1568.49,3053,65
1568.53,2997,65
1568.57,2967,65
1568.61,2946,65
1568.65,2994,65
1568.69,3015,65
1568.73,2985,65
1568.77,2956,65
1568.81,2968,65
1568.85,2988,65
1568.89,2999,65
1568.93,2977,65
1568.97,2975,65
1569.01,2944,65
1569.05,2968,65
1569.09,2999,65
1569.13,2991,65
1569.17,2941,65
1569.21,2928,65
1569.25,2943,65
1569.29,2974,65
1569.33,2990,65
1569.37,2983,65
1569.41,3013,65
1569.45,3035,65
1569.49,2942,65
1569.53,2961,65
1569.57,3003,65
1569.61,2980,65
1569.65,2912,65
1569.69,2877,65
1569.73,2887,65
1569.77,2953,65
1569.81,2965,65
1569.85,3001,65
1569.89,3005,65
1569.93,2974,65
1569.97,2938,65
1570.01,2965,65
1570.05,2997,65
1570.09,2992,65
1570.13,2954,65
1570.17,2908,65
1570.21,2949,65
1570.25,2959,65
1570.29,3004,65
1570.33,2978,65
1570.37,2951,65
1570.41,2978,65
1570.45,3013,65
1570.49,2965,65
1570.53,2963,65
1570.57,2977,65
1570.61,2922,65
1570.65,2909,65
1570.69,2962,65
1570.73,3002,65
1570.77,2978,65
1570.81,2986,65
1570.85,2933,65
1570.89,2978,65
1570.93,3002,65
1570.97,2983,65
1571.01,2956,65
1571.05,2952,65
1571.09,2991,65
1571.13,3009,65
1571.17,3009,65
1571.21,2934,65
1571.25,2928,65
1571.29,2944,65
1571.33,2990,65
1571.37,3010,65
1571.41,3018,65
1571.45,3004,65
1571.49,2991,65
1571.53,2980,65
1571.57,2936,65
1571.61,2958,65
1571.65,2980,65
1571.69,2987,65
1571.73,2982,65
1571.77,2959,65
1571.81,2977,65
1571.85,2998,65
1571.89,3019,64
1571.93,2995,65
1571.97,3005,64
1572.01,2964,64
1572.05,2919,65
1572.09,2920,64
1572.13,2961,64
1572.17,2980,64
1572.21,2994,65
1572.25,3019,64
1572.29,3020,64
1572.33,3002,64
1572.37,3011,65
1572.41,2992,64
1572.45,2993,64
1572.49,2953,64
1572.53,2960,64
1572.57,2970,64
1572.61,2950,64
1572.65,2896,64
1572.69,2898,65
1572.73,2957,65
1572.77,3000,65
1572.81,3042,65
1572.85,2978,65
1572.89,2961,65
1572.93,2935,65
1572.97,2927,65
1573.01,2928,64
1573.05,2943,64
1573.09,2958,64
1573.13,2998,64
1573.17,2978,64
1573.21,2936,64
1573.25,2902,65
1573.29,2945,64
1573.33,3015,64
1573.37,3064,64
1573.41,3022,64
1573.45,2989,64
1573.49,2962,64
1573.53,2951,64
1573.57,2972,64
1573.61,2997,64
1573.65,2977,64
1573.69,2950,64
1573.73,2902,64
1573.77,2969,64
1573.81,2991,64
1573.85,2982,64
1573.89,2982,64
1573.93,2999,64
1573.97,2956,64
1574.01,2978,64
1574.05,3024,64
1574.09,3083,64
1574.13,3117,64
1574.17,3100,64
1574.21,3098,64
1574.25,3055,64
1574.29,2987,64
1574.33,2956,64
1574.37,2998,64
1574.41,3051,64
1574.45,3079,64
1574.49,3050,64
1574.53,3039,64
1574.57,3033,64
1574.61,3033,64
1574.65,3003,64
1574.69,3036,64
1574.73,3061,64
1574.77,2967,64
1574.81,2964,64
1574.85,3028,64
1574.89,3070,64
1574.93,3072,64
1574.97,3084,64
1575.01,3087,64
1575.05,3095,64
1575.09,3102,64
1575.13,3071,64
1575.17,3045,64
1575.21,3038,64
1575.25,3053,64
1575.29,3030,64
1575.33,3002,64
1575.37,2958,64
1575.41,2992,64
1575.45,3022,64
1575.49,3041,64
1575.53,3012,64
1575.57,3013,64
1575.61,2983,64
1575.65,2971,64
1575.69,2984,64
1575.73,3049,64
1575.77,3080,64
1575.81,3092,64
1575.85,3064,64
1575.89,3088,64
1575.93,3066,64
1575.97,3057,64
1576.01,3036,64
1576.05,3023,64
1576.09,3022,64
1576.13,2975,64
1576.17,2944,64
1576.21,2962,64
1576.25,2986,64
1576.29,3037,64
1576.33,3080,64
1576.37,3053,64
1576.41,3043,64
1576.45,3026,64
1576.49,3057,64
1576.53,3110,64
1576.57,3123,64
1576.61,3142,64
1576.65,3140,64
1576.69,3053,64
1576.73,3001,64
1576.77,3041,64
1576.81,3052,64
1576.85,3057,64
1576.89,3026,64
1576.93,3049,64
1576.97,3068,64
1577.01,3011,64
1577.05,3038,64
1577.09,3067,64
1577.13,3104,64
1577.17,3081,64
1577.21,3111,64
1577.25,3090,64
1577.29,3021,64
1577.33,3044,64
1577.37,2974,64
1577.41,2984,64
1577.45,2943,64
1577.49,2976,64
1577.53,3034,64
1577.57,3027,64
1577.61,3025,64
1577.65,3000,64
1577.69,3053,64
1577.73,3001,64
1577.77,2927,64
1577.81,2979,64
1577.85,3024,64
1577.89,3016,64
1577.93,2936,64
1577.97,2939,64
1578.01,2956,64
1578.05,2954,64
1578.09,2933,64
1578.13,2970,64
1578.17,3026,64
1578.21,3068,64
1578.25,3074,64
1578.29,3072,64
1578.33,3055,64
1578.37,3023,64
1578.41,3012,64
1578.45,3056,64
1578.49,3051,64
1578.53,3000,64
1578.57,2979,64
1578.61,2938,64
1578.66,2919,64
1578.7,2974,64
1578.74,3025,64
1578.78,3048,64
1578.82,3015,64
1578.86,3028,64
1578.9,3042,64
1578.94,3006,64
1578.98,2973,64
1579.02,2958,64
1579.06,3001,64
1579.1,3015,64
1579.14,3001,64
1579.18,3033,64
1579.22,2965,64
1579.26,2949,64
1579.3,2997,64
1579.34,3025,64
1579.38,3015,64
1579.42,3013,64
1579.46,2981,64
1579.5,2980,64
1579.54,3029,64
1579.58,3022,64
1579.62,3037,64
1579.66,3041,64
1579.7,3077,64
1579.74,3091,64
1579.78,3116,64
1579.82,3139,64
1579.86,3104,64
1579.9,3081,64
1579.94,3039,64
1579.98,3065,64
1580.02,3066,63
1580.06,3053,64
1580.1,3001,63
1580.14,2984,63
1580.18,2977,64
1580.22,2983,64
1580.26,3039,63
1580.3,3052,63
1580.34,3028,63
1580.38,3030,64
1580.42,3061,63
1580.46,3037,63
1580.5,3047,64
1580.54,3097,64
1580.58,3075,63
1580.62,3080,63
1580.66,3064,64
1580.7,3064,63
1580.74,3039,63
1580.78,3002,63
1580.82,2957,64
1580.86,2975,63
1580.9,2988,63
1580.94,3025,63
1580.98,3052,63
1581.02,3113,63
1581.06,3139,63
1581.1,3159,63
1581.14,3153,63
1581.18,3146,63
1581.22,3100,63
1581.26,3073,63
1581.3,3047,63
1581.34,3069,63
1581.38,3023,63
1581.42,3045,63
1581.46,3049,63
1581.5,3036,63
1581.54,3049,63
1581.58,3036,63
1581.62,3064,63
1581.66,3090,63
1581.7,3091,63
1581.74,3095,63
1581.78,3092,63
1581.82,3095,63
1581.86,3059,63
1581.9,3031,63
1581.94,2989,63
1581.98,2954,63
1582.02,2929,63
1582.06,2977,63
1582.1,3031,63
1582.14,3079,63
1582.18,3103,63
1582.22,3124,63
1582.26,3116,63
1582.3,3104,63
1582.34,3073,63
1582.38,3078,63
1582.42,3080,63
1582.46,3072,63
1582.5,3064,63
1582.54,3065,63
1582.58,3061,63
1582.62,3065,63
1582.66,3081,63
1582.7,3090,64
1582.74,3122,64
